sample_name	age	age_unit	altitude	altitude_m	anonymized_name	ave_group_size	body_habitat	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	dist_nearest_neighbor	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	gut_physiology	height_or_length	height_or_length_unit	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	location	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	title	tot_mass	tot_mass_unit
963.Iguana.78.051011.LAB.vial.634	Missing: Not provided	years	0	0.0	Iguana-78_051011_LAB_vial-634	4	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-10	GAZ:Panama	0	0	gut metagenome Iguana-78	herbivore	0.8	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-78	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.96	g
963.Iguana.78.051211.LAB.vial.610	Missing: Not provided	years	0	0.0	Iguana-78_051211_LAB_vial-610	9	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-12	GAZ:Panama	0	0	gut metagenome Iguana-78	herbivore	0	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	79	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-78	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.3	g
963.Iguana.78.051411.LAB.vial.675	Missing: Not provided	years	0	0.0	Iguana-78_051411_LAB_vial-675	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-14	GAZ:Panama	0	0	gut metagenome Iguana-78	herbivore	Missing: Not provided	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76.5	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-78	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.46	g
963.Iguana.78.051611.LAB.vial.661	Missing: Not provided	years	0	0.0	Iguana-78_051611_LAB_vial-661	3.33333	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-16	GAZ:Panama	0	0	gut metagenome Iguana-78	herbivore	0.25	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	74	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-78	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.75	g
963.Iguana.79.050411.LAB.vial.541	Missing: Not provided	years	0	0.0	Iguana-79_050411_LAB_vial-541	2	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-04	GAZ:Panama	0	0	gut metagenome Iguana-79	herbivore	2.5	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-79	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15	g
963.Iguana.79.051011.LAB.vial.626	Missing: Not provided	years	0	0.0	Iguana-79_051011_LAB_vial-626	4	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-10	GAZ:Panama	0	0	gut metagenome Iguana-79	herbivore	4	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-79	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	16.41	g
963.Iguana.88.050711.LAB.vial.589	Missing: Not provided	years	0	0.0	Iguana-88_050711_LAB_vial-589	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-07	GAZ:Panama	0	0	gut metagenome Iguana-88	herbivore	Missing: Not provided	TRUE	40	40	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	71	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-88	sk__Eukaryota	8517	9.165	9.165	Barro Colorado Island	-79.836	-79.836	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	10.4	g
963.Iguana.88.051411.LAB.vial.676	Missing: Not provided	years	0	0.0	Iguana-88_051411_LAB_vial-676	6.5	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-14	GAZ:Panama	0	0	gut metagenome Iguana-88	herbivore	0	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	71.5	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-88	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	11.96	g
963.Iguana.A1.1.062010.GAM.vial.300	Missing: Not provided	years	0	0.0	Iguana-A1.1_062010_GAM_vial-300	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-20	GAZ:Panama	0	0	gut metagenome Iguana-A1.1	herbivore	Missing: Not provided	TRUE	51	51	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Gamboa	hind gut fermenter	475	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-A1.1	sk__Eukaryota	8517	9.117	9.117	Gamboa	-79.699	-79.699	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	male	Green Iguana hindgut microbiome	3800	g
963.Iguana.A1.2.042011.LAB.vial.307	Missing: Not provided	years	0	0.0	Iguana-A1.2_042011_LAB_vial-307	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-20	GAZ:Panama	0	0	gut metagenome Iguana-A1.2	herbivore	Missing: Not provided	TRUE	49	49	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	307	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-A1.2	sk__Eukaryota	8517	9.165	9.165	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	female	Green Iguana hindgut microbiome	800	g
963.Iguana.A2.1.062810.STY.vial.335	Missing: Not provided	years	0	0.0	Iguana-A2.1_062810_STY_vial-335	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-28	GAZ:Panama	0	0	gut metagenome Iguana-A2.1	herbivore	Missing: Not provided	TRUE	50	50	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	248	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-A2.1	sk__Eukaryota	8517	9.169	9.169	Barro Colorado Island	-79.854	-79.854	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	female	Green Iguana hindgut microbiome	4100	g
963.Iguana.A2.2.060311.STY.vial.840	Missing: Not provided	years	0	0.0	Iguana-A2.2_060311_STY_vial-840	3	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-03	GAZ:Panama	0	0	gut metagenome Iguana-A2.2	herbivore	5	TRUE	39	39	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	257	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-A2.2	sk__Eukaryota	8517	9.167	9.167	Barro Colorado Island	-79.859	-79.859	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	female	Green Iguana hindgut microbiome	650	g
963.Iguana.A3.2.060311.STY.vial.891	Missing: Not provided	years	0	0.0	Iguana-A3.2_060311_STY_vial-891	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-03	GAZ:Panama	0	0	gut metagenome Iguana-A3.2	herbivore	Missing: Not provided	TRUE	47	47	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	365	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-A3.2	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.859	-79.859	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	male	Green Iguana hindgut microbiome	1800	g
963.Iguana.A4.2.061211.BOH.vial.980	Missing: Not provided	years	0	0.0	Iguana-A4.2_061211_BOH_vial-980	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-12	GAZ:Panama	0	0	gut metagenome Iguana-A4.2	herbivore	Missing: Not provided	TRUE	59	59	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	260	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-A4.2	sk__Eukaryota	8517	9.192	9.192	Barro Colorado Nature Monument	-79.851	-79.851	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	female	Green Iguana hindgut microbiome	820	g
963.Iguana.Ax.2.042911.HPT.vial.481d	Missing: Not provided	years	0	0.0	Iguana-Ax.2_042911_HPT_vial-481d	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-29	GAZ:Panama	0	0	gut metagenome Iguana-Ax.2	herbivore	Missing: Not provided	TRUE	40	40	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter		mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-Ax.2	sk__Eukaryota	8517	9.148	9.148	Barro Colorado Island	-79.838	-79.838	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	male	Green Iguana hindgut microbiome	Missing: Not provided	g
963.Iguana.S1.061011.BOH.vial.967	Missing: Not provided	years	0	0.0	Iguana-S1_061011_BOH_vial-967	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-10	GAZ:Panama	0	0	gut metagenome Iguana-S1	herbivore	Missing: Not provided	TRUE	42	42	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	178	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-S1	sk__Eukaryota	8517	9.19	9.19	Barro Colorado Nature Monument	-79.841	-79.841	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	200	g
963.Iguana.S2.061211.BOH.vial.971	Missing: Not provided	years	0	0.0	Iguana-S2_061211_BOH_vial-971	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-12	GAZ:Panama	0	0	gut metagenome Iguana-S2	herbivore	Missing: Not provided	TRUE	59	59	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	189	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-S2	sk__Eukaryota	8517	9.192	9.192	Barro Colorado Nature Monument	-79.842	-79.842	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	250	g
963.Iguana.S3.061211.BOH.vial.995	Missing: Not provided	years	0	0.0	Iguana-S3_061211_BOH_vial-995	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-12	GAZ:Panama	0	0	gut metagenome Iguana-S3	herbivore	Missing: Not provided	TRUE	46	46	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	165	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-S3	sk__Eukaryota	8517	9.193	9.193	Barro Colorado Nature Monument	-79.844	-79.844	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	175	g
