sample_name	altitude_m	anonymized_name	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	light_kilolux_7days	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	taxon_id	temp	temperature_deg_c	title
933.W.1.1.H.E.1	0.0	UNSW0266	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0266	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.H.E.2	0.0	UNSW0267	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0267	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.H.E.3	0.0	UNSW0268	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0268	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.H.E.4	0.0	UNSW0269	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0269	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.H.E.5	0.0	UNSW0270	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0270	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.S.E.1	0.0	UNSW0271	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0271	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.S.E.2	0.0	UNSW0272	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0272	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.S.E.3	0.0	UNSW0273	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0273	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.S.E.4	0.0	UNSW0274	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0274	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.1.S.E.5	0.0	UNSW0275	2011-05-03	GAZ:Australia	8.6	8.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0275	sk__Eukaryota	309355	-31.86453	-31.86453	1750.348	115.707967	115.707967	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.78	23.78	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.H.E.1	0.0	UNSW0276	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0276	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE				933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.H.E.2	0.0	UNSW0277	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0277	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.H.E.3	0.0	UNSW0278	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0278	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.H.E.4	0.0	UNSW0279	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0279	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.H.E.5	0.0	UNSW0280	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0280	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.S.E.1	0.0	UNSW0281	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0281	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.S.E.2	0.0	UNSW0282	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0282	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.S.E.3	0.0	UNSW0283	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0283	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.S.E.4	0.0	UNSW0284	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0284	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.2.S.E.5	0.0	UNSW0285	2011-05-03	GAZ:Australia	10.3	10.3	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0285	sk__Eukaryota	309355	-31.78883	-31.78883	1542.927	115.678783	115.678783	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23.87	23.87	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.H.E.1	0.0	UNSW0286	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0286	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.H.E.2	0.0	UNSW0287	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0287	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.H.E.3	0.0	UNSW0288	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0288	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.H.E.4	0.0	UNSW0289	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0289	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.H.E.5	0.0	UNSW0290	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0290	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.S.E.1	0.0	UNSW0291	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0291	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.S.E.2	0.0	UNSW0292	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0292	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.S.E.3	0.0	UNSW0293	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0293	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.S.E.4	0.0	UNSW0294	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0294	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.1.3.S.E.5	0.0	UNSW0295	2011-05-03	GAZ:Australia	11.5	11.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0295	sk__Eukaryota	309355	-31.7778167	-31.7778167	818.4701	115.6762	115.6762	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	24.07	24.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.2.1.H.E.1	0.0	UNSW0296	2011-05-04	GAZ:Australia	9	9.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0296	sk__Eukaryota	309355	-34.22993	-34.22993	1332.643	11500.859	115.00859	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22.86	22.86	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.2.1.H.E.2	0.0	UNSW0297	2011-05-04	GAZ:Australia	9	9.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0297	sk__Eukaryota	309355	-34.22993	-34.22993	1332.643	11500.859	115.00859	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22.86	22.86	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.2.1.H.E.3	0.0	UNSW0298	2011-05-04	GAZ:Australia	9	9.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0298	sk__Eukaryota	309355	-34.22993	-34.22993	1332.643	11500.859	115.00859	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22.86	22.86	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.W.2.1.H.E.4	0.0	UNSW0299	2011-05-04	GAZ:Australia	9	9.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0299	sk__Eukaryota	309355	-34.22993	-34.22993	1332.643	11500.859	115.00859	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	22.86	22.86	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
