sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title
940.RD.09.Oral	0	0.0	RD.09.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-09-16	GAZ:United States of America	0	0	RD.09.Oral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.09	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.09.Ventral	0	0.0	RD.09.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.09.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.09	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.10.Dorsal	0	0.0	RD.10.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.10.Dorsal fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.10	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.10.Gill	0	0.0	RD.10.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-09-16	GAZ:United States of America	0	0	RD.10.Gill fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.10	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.10.Oral	0	0.0	RD.10.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-09-16	GAZ:United States of America	0	0	RD.10.Oral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.10	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.10.Ventral	0	0.0	RD.10.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.10.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.10	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.11.Gill	0	0.0	RD.11.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-09-16	GAZ:United States of America	0	0	RD.11.Gill fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.11	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.11.Ventral	0	0.0	RD.11.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.11.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.11	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.12.Ventral	0	0.0	RD.12.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.12.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.12	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.13.Ventral	0	0.0	RD.13.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.13.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.13	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.14.Ventral	0	0.0	RD.14.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.14.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.14	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.15.Ventral	0	0.0	RD.15.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.15.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.15	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.16.Ventral	0	0.0	RD.16.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.16.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.16	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.17.Ventral	0	0.0	RD.17.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.17.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.17	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.18.Ventral	0	0.0	RD.18.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.18.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.18	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.19.Ventral	0	0.0	RD.19.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.19.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.19	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.20.Ventral	0	0.0	RD.20.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.20.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.20	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.21.Ventral	0	0.0	RD.21.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.21.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.21	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.22.Ventral	0	0.0	RD.22.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.22.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.22	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.23.Ventral	0	0.0	RD.23.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.23.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.23	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.24.Ventral	0	0.0	RD.24.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.24.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.24	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.25.Ventral	0	0.0	RD.25.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.25.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.25	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.26.Dorsal	0	0.0	RD.26.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.26.Dorsal fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.26	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.26.Gill	0	0.0	RD.26.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-09-16	GAZ:United States of America	0	0	RD.26.Gill fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.26	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True				940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.26.Oral	0	0.0	RD.26.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-09-16	GAZ:United States of America	0	0	RD.26.Oral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.26	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.26.Ventral	0	0.0	RD.26.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.26.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.26	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.27.Ventral	0	0.0	RD.27.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.27.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.27	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.28.Dorsal	0	0.0	RD.28.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.28.Dorsal fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.28	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.28.Gill	0	0.0	RD.28.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-09-16	GAZ:United States of America	0	0	RD.28.Gill fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.28	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.28.Oral	0	0.0	RD.28.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-09-16	GAZ:United States of America	0	0	RD.28.Oral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.28	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.28.Ventral	0	0.0	RD.28.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.28.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.28	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.30.Ventral	0	0.0	RD.30.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.30.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.30	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.31.Ventral	0	0.0	RD.31.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.31.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	RD.31	sk__Eukaryota	7969	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.32.Dorsal	0	0.0	RD.32.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.32.Dorsal fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.32	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.32.Gill	0	0.0	RD.32.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-09-16	GAZ:United States of America	0	0	RD.32.Gill fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.32	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.32.Oral	0	0.0	RD.32.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-09-16	GAZ:United States of America	0	0	RD.32.Oral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.32	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.RD.32.Ventral	0	0.0	RD.32.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-09-16	GAZ:United States of America	0	0	RD.32.Ventral fish metagenome	True	1404.508	1404.508	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	RD.32	sk__Eukaryota	71757	39.03	39.03	adult	-108.56	-108.56	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
