sample_name	altitude	altitude_m	anonymized_name	collection_timestamp	country	cultivar	daily_high	daily_low	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	growth_data	growth_stage	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	perturbation	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	weather_conditions	weekly_ave_high	weekly_ave_low
1642.MS00483	0	0.0	MS00483	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	rhizosphere W106 MS00483	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00483	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00484	0	0.0	MS00484	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	rhizosphere W106 MS00484	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00484	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00485	0	0.0	MS00485	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	rhizosphere W106 MS00485	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00485	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00486	0	0.0	MS00486	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	rhizosphere W106 MS00486	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00486	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00487	0	0.0	MS00487	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	rhizosphere W106 MS00487	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00487	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00488	0	0.0	MS00488	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	rhizosphere W106 MS00488	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00488	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00489	0	0.0	MS00489	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	rhizosphere W106 MS00489	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00489	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00490	0	0.0	MS00490	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	rhizosphere W106 MS00490	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00490	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00491	0	0.0	MS00491	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00491	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00491	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00492	0	0.0	MS00492	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00492	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00492	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00493	0	0.0	MS00493	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00493	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00493	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00494	0	0.0	MS00494	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00494	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00494	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00495	0	0.0	MS00495	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00495	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00495	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00496	0	0.0	MS00496	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00496	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00496	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00497	0	0.0	MS00497	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00497	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00497	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00498	0	0.0	MS00498	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00498	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00498	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00499	0	0.0	MS00499	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00499	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00499	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00500	0	0.0	MS00500	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	rhizosphere W1514 MS00500	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00500	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00501	0	0.0	MS00501	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00501	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00501	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072011	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00502	0	0.0	MS00502	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00502	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00502	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072012	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00503	0	0.0	MS00503	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00503	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00503	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072013	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00504	0	0.0	MS00504	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00504	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00504	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072014	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00505	0	0.0	MS00505	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00505	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00505	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072015	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00506	0	0.0	MS00506	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00506	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00506	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072016	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00507	0	0.0	MS00507	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00507	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00507	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072017	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00508	0	0.0	MS00508	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00508	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00508	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072018	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00509	0	0.0	MS00509	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00509	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00509	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072019	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00510	0	0.0	MS00510	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	rhizosphere Nipponbare MS00510	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00510	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072020	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00511	0	0.0	MS00511	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00511	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00511	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00512	0	0.0	MS00512	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00512	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00512	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00513	0	0.0	MS00513	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	rhizosphere Nipponbare MS00513	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00513	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
