sample_name	altitude	altitude_m	anonymized_name	bird_family	bird_order	body_habitat	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	habitat	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	title
1773.Salt.max4.ugi	0	0.0	COP106	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-03-29	GAZ:Venezuela	0	0	Upper intestine Saltator maximus	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm4	sk__Eukaryota	460219	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True				1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco1.gizz	0	0.0	COP175	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2007-09-29	GAZ:Venezuela	0	0	Gizzard Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg1	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco1.lgi	0	0.0	COP177	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-09-29	GAZ:Venezuela	0	0	Lower intestine Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg1	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco1.ugi	0	0.0	COP176	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-09-29	GAZ:Venezuela	0	0	Upper intestine Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg1	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco2	0	0.0	COP198	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-07-10	GAZ:Venezuela	0	0	Upper intestine Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg2	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco2.gizz	0	0.0	COP197	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-07-10	GAZ:Venezuela	0	0	Gizzard Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg2	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco2.lgi	0	0.0	COP199	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-07-10	GAZ:Venezuela	0	0	Lower intestine Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg2	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco3.gizz	0	0.0	COP203	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2009-03-05	GAZ:Venezuela	0	0	Gizzard Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg3	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco3.lgi	0	0.0	COP205	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2009-03-05	GAZ:Venezuela	0	0	Lower intestine Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg3	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.gauco3.ugi	0	0.0	COP204	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2009-03-05	GAZ:Venezuela	0	0	Upper intestine Thraupis gaucocolpa	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis	s__	Tg3	sk__Eukaryota	58208	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True				1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.palm1.gizz	0	0.0	COP181	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2006-05-05	GAZ:Venezuela	0	0	Gizzard Thraupis palmarum	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis palmarum	s__Thraupis_palmarum	Tp1	sk__Eukaryota	504331	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.palm1.lgi	0	0.0	COP183	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2006-05-05	GAZ:Venezuela	0	0	Lower intestine Thraupis palmarum	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis palmarum	s__Thraupis_palmarum	Tp1	sk__Eukaryota	504331	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Thraupis.palm1.ugi	0	0.0	COP182	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2006-05-05	GAZ:Venezuela	0	0	Upper intestine Thraupis palmarum	Frugivorous	True	100	100	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	arid scrub	c__Aves	Not applicable	f__Thraupidae	g__Thraupis	k__Metazoa	o__Passeriformes	p__Chordata	Thraupis palmarum	s__Thraupis_palmarum	Tp1	sk__Eukaryota	504331	11.035278	11.035278	adult	63.845556	63.845556	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Turdus.oliv1.gizz	0	0.0	COP31	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2007-11-29	GAZ:Venezuela	0	0	Gizzard Turdus olivater	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Not applicable	f__Turdidae	g__Turdus	k__Metazoa	o__Passeriformes	p__Chordata	Turdus olivater	s__Turdus_olivater	To1	sk__Eukaryota	411535	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Turdus.oliv1.lgi	0	0.0	COP33	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-11-29	GAZ:Venezuela	0	0	Lower intestine Turdus olivater	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal distal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Not applicable	f__Turdidae	g__Turdus	k__Metazoa	o__Passeriformes	p__Chordata	Turdus olivater	s__Turdus_olivater	To1	sk__Eukaryota	411535	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Turdus.oliv1.ugi	0	0.0	COP32	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-11-29	GAZ:Venezuela	0	0	Upper intestine Turdus olivater	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Not applicable	f__Turdidae	g__Turdus	k__Metazoa	o__Passeriformes	p__Chordata	Turdus olivater	s__Turdus_olivater	To1	sk__Eukaryota	411535	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Turdus.oliv2.gizz	0	0.0	COP123	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2006-11-12	GAZ:Venezuela	0	0	Gizzard Turdus olivater	Omnivorous	True	1500	1500	True	EMP sample	Host-associated	Animal	Animal proximal gut	tropical moist broadleaf forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	True	cloud forest	c__Aves	Not applicable	f__Turdidae	g__Turdus	k__Metazoa	o__Passeriformes	p__Chordata	Turdus olivater	s__Turdus_olivater	To2	sk__Eukaryota	411535	10.399444	10.399444	adult	66.978889	66.978889	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Turdus.oliv2.lgi	0	0.0	COP125	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2006-11-12	GAZ:Venezuela	0	0	Lower intestine Turdus olivater	Omnivorous	True	1500	1500	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	True	cloud forest	c__Aves	Not applicable	f__Turdidae	g__Turdus	k__Metazoa	o__Passeriformes	p__Chordata	Turdus olivater	s__Turdus_olivater	To2	sk__Eukaryota	411535	10.399444	10.399444	adult	66.978889	66.978889	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Turdus.oliv2.ugi	0	0.0	COP124	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2006-11-12	GAZ:Venezuela	0	0	Upper intestine Turdus olivater	Omnivorous	True	1500	1500	True	EMP sample	Host-associated	Animal	Animal proximal gut	tropical moist broadleaf forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	True	cloud forest	c__Aves	Not applicable	f__Turdidae	g__Turdus	k__Metazoa	o__Passeriformes	p__Chordata	Turdus olivater	s__Turdus_olivater	To2	sk__Eukaryota	411535	10.399444	10.399444	adult	66.978889	66.978889	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Zono.capensis1.gizz	0	0.0	COP96	Emberizidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-04-04	GAZ:Venezuela	0	0	Gizzard Zonotrichia capensis	Granivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	rufous-collared sparrow	f__Passerellidae	g__Zonotrichia	k__Metazoa	o__Passeriformes	p__Chordata	Zonotrichia capensis	s__Zonotrichia_capensis	Zc1	sk__Eukaryota	44391	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Zono.capensis1.lgi	0	0.0	COP98	Emberizidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-04-04	GAZ:Venezuela	0	0	Lower intestine Zonotrichia capensis	Granivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	rufous-collared sparrow	f__Passerellidae	g__Zonotrichia	k__Metazoa	o__Passeriformes	p__Chordata	Zonotrichia capensis	s__Zonotrichia_capensis	Zc1	sk__Eukaryota	44391	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Zono.capensis1.ugi	0	0.0	COP97	Emberizidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-04-04	GAZ:Venezuela	0	0	Upper intestine Zonotrichia capensis	Granivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	rufous-collared sparrow	f__Passerellidae	g__Zonotrichia	k__Metazoa	o__Passeriformes	p__Chordata	Zonotrichia capensis	s__Zonotrichia_capensis	Zc1	sk__Eukaryota	44391	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Zono.capensis2.gizz	0	0.0	COP102	Emberizidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-04-04	GAZ:Venezuela	0	0	Gizzard Zonotrichia capensis	Granivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	rufous-collared sparrow	f__Passerellidae	g__Zonotrichia	k__Metazoa	o__Passeriformes	p__Chordata	Zonotrichia capensis	s__Zonotrichia_capensis	Zc2	sk__Eukaryota	44391	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Zono.capensis2.lgi	0	0.0	COP104	Emberizidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-04-04	GAZ:Venezuela	0	0	Lower intestine Zonotrichia capensis	Granivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	rufous-collared sparrow	f__Passerellidae	g__Zonotrichia	k__Metazoa	o__Passeriformes	p__Chordata	Zonotrichia capensis	s__Zonotrichia_capensis	Zc2	sk__Eukaryota	44391	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Zono.capensis2.ugi	0	0.0	COP103	Emberizidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-04-04	GAZ:Venezuela	0	0	Upper intestine Zonotrichia capensis	Granivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	rufous-collared sparrow	f__Passerellidae	g__Zonotrichia	k__Metazoa	o__Passeriformes	p__Chordata	Zonotrichia capensis	s__Zonotrichia_capensis	Zc2	sk__Eukaryota	44391	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
