sample_name	age	age_range	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	body_site_common	collection_timestamp	country	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	orig_sample_name	phase	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	taxon_id	title	treatment_group
1799.57.N.SD.Pum.whole.fly1	19.5	18-21	days	0.0	SD19	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Whole body	2013-01-30	GAZ:Puerto Rico	0	Whole adult fly body from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum_whole_fly1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	57	non-sleep deprived whole body with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.58.N.SD.Pum.whole.fly2	19.5	18-21	days	0.0	SD20	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Whole body	2013-01-30	GAZ:Puerto Rico	0	Whole adult fly body from anon-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum_whole_fly2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	58	non-sleep deprived whole body with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.59.N.SD.Pum.Soup1	19.5	18-21	days	0.0	SD21	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Solution	2013-01-30	GAZ:Puerto Rico	0	Solution where host_subject_id = N_SD_Pum1 was soaked for gut dissection	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum_Soup1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	59	non-sleep deprived soup with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.6.N.SD2	19.5	18-21	days	0.0	N_SD2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly (guardar solucion en tubo 4)	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	6	non-sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep deprived
1799.60.N.SD.Pum.Soup2	19.5	18-21	days	0.0	SD22	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Solution	2013-01-30	GAZ:Puerto Rico	0	Solution where host_subject_id = N_SD_Pum2 was soaked for gut dissection	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum_Soup2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	60	non-sleep deprived soup with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.61.N.SD.Pum1	19.5	18-21	days	0.0	SD23	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	61	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.62.N.SD.Pum2	19.5	18-21	days	0.0	SD24	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	62	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.63.N.SD.Pum3	19.5	18-21	days	0.0	SD25	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum3	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	63	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.64.N.SD.Pum4	19.5	18-21	days	0.0	SD26	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum4	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	64	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.65.N.SD.Pum5	19.5	18-21	days	0.0	SD27	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum5	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	65	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.66.N.SD.Pum6	19.5	18-21	days	0.0	SD28	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum6	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	66	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.67.N.SD.Pum7	19.5	18-21	days	0.0	SD29	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum7	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	67	non-sleep deprived gut with rnai	UPR	true	true				1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.68.N.SD.Pum8	19.5	18-21	days	0.0	SD30	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum8	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	68	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.69.N.SD.Pum9	19.5	18-21	days	0.0	N_SD_Pum_whole_fly1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum9	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	69	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.7.N.SD3	19.5	18-21	days	0.0	N_SD3	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD3	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	7	non-sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep deprived
1799.70.N.SD.Pum10	19.5	18-21	days	0.0	N_SD_Pum_whole_fly2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum10	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	70	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.71.N.SD.Pum11	19.5	18-21	days	0.0	N_SD_Pum_Soup1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum11	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	71	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.72.N.SD.Pum12	19.5	18-21	days	0.0	N_SD_Pum_Soup2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum12	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	72	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.73.N.SD.Pum13	19.5	18-21	days	0.0	N_SD_Pum1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum13	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	73	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.74.N.SD.Pum14	19.5	18-21	days	0.0	N_SD_Pum2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum14	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	74	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.75.N.SD.Pum15	19.5	18-21	days	0.0	N_SD_Pum3	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum15	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	75	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.76.N.SD.Pum16	19.5	18-21	days	0.0	N_SD_Pum4	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum16	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	76	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.77.N.SD.Pum17	19.5	18-21	days	0.0	N_SD_Pum5	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum17	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	77	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.78.N.SD.Pum18	19.5	18-21	days	0.0	N_SD_Pum6	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum18	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	78	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.79.N.SD.Pum19	19.5	18-21	days	0.0	N_SD_Pum7	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum19	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	79	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.8.N.SD4	19.5	18-21	days	0.0	N_SD4	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD4	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	8	non-sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep deprived
1799.80.N.SD.Pum20	19.5	18-21	days	0.0	N_SD_Pum8	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum20	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	80	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
1799.81.N.SD.Pum21	19.5	18-21	days	0.0	N_SD_Pum9	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly containing an RNAi construct for the pumilio gene	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Pum21	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	81	non-sleep deprived gut with rnai	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep  deprived RNAi
